datum,ervaring,geslacht,gewichtsklasse,ploeg,naam,zone,trainingype,500_split,aantal_intervallen,intervaltype,interval_afstand,interval_tijd,interval_nummer,rust,machine,spm,2k tijd,2k datum
27-10-2022,0,V,Z,ejd,d52,I,3x2000m/4'r,2:14.0,3,afstand,2000,,1,240,ergometer,22-24-26-28,8:00.8,10-12-2022
27-10-2022,0,V,Z,ejd,d52,I,3x2000m/4'r,2:16.3,3,afstand,2000,,2,240,ergometer,22-24-26-28,8:00.8,10-12-2022
27-10-2022,0,V,Z,ejd,d52,I,3x2000m/4'r,2:13.4,3,afstand,2000,,3,240,ergometer,22-24-26-28,8:00.8,10-12-2022
27-10-2022,0,V,Z,ejd,d53,I,3x2000m/4'r,2:04.5,3,afstand,2000,,1,240,ergometer,22-24-26-28,7:44.8,10-12-2022
27-10-2022,0,V,Z,ejd,d53,I,3x2000m/4'r,2:04.5,3,afstand,2000,,2,240,ergometer,22-24-26-28,7:44.8,10-12-2022
27-10-2022,0,V,Z,ejd,d53,I,3x2000m/4'r,2:03.9,3,afstand,2000,,3,240,ergometer,22-24-26-28,7:44.8,10-12-2022
27-10-2022,0,V,Z,ejd,d54,I,3x2000m/4'r,,3,afstand,2000,,1,240,ergometer,22-24-26-28,7:53.2,10-12-2022
27-10-2022,0,V,Z,ejd,d54,I,3x2000m/4'r,,3,afstand,2000,,2,240,ergometer,22-24-26-28,7:53.2,10-12-2022
27-10-2022,0,V,Z,ejd,d54,I,3x2000m/4'r,,3,afstand,2000,,3,240,ergometer,22-24-26-28,7:53.2,10-12-2022
27-10-2022,0,V,Z,ejd,d55,I,3x2000m/4'r,2:14.6,3,afstand,2000,,1,240,ergometer,22-24-26-28,7:52.8,10-12-2022
27-10-2022,0,V,Z,ejd,d55,I,3x2000m/4'r,2:13.8,3,afstand,2000,,2,240,ergometer,22-24-26-28,7:52.8,10-12-2022
27-10-2022,0,V,Z,ejd,d55,I,3x2000m/4'r,2:12.3,3,afstand,2000,,3,240,ergometer,22-24-26-28,7:52.8,10-12-2022
,,,,,,,,,,,,,,,,,,
3-11-2022,0,V,Z,ejd,d48,I,3x2000m/4'r,2:03.2,3,afstand,2000,,1,240,ergometer,24-26-28-30,7:56.0,10-12-2022
3-11-2022,0,V,Z,ejd,d48,I,3x2000m/4'r,2:05.7,3,afstand,2000,,2,240,ergometer,24-26-28-30,7:56.0,10-12-2022
3-11-2022,0,V,Z,ejd,d48,I,3x2000m/4'r,2:03.5,3,afstand,2000,,3,240,ergometer,24-26-28-30,7:56.0,10-12-2022
3-11-2022,0,V,Z,ejd,d49,I,3x2000m/4'r,2:14.2,3,afstand,2000,,1,240,ergometer,24-26-28-30,,10-12-2022
3-11-2022,0,V,Z,ejd,d49,I,3x2000m/4'r,2:18.1,3,afstand,2000,,2,240,ergometer,24-26-28-30,,10-12-2022
3-11-2022,0,V,Z,ejd,d49,I,3x2000m/4'r,2:16.0,3,afstand,2000,,3,240,ergometer,24-26-28-30,,10-12-2022
3-11-2022,0,V,Z,ejd,d50,I,3x2000m/4'r,2:09.4,3,afstand,2000,,1,240,ergometer,24-26-28-30,8:09.6,10-12-2022
3-11-2022,0,V,Z,ejd,d50,I,3x2000m/4'r,2:10.5,3,afstand,2000,,2,240,ergometer,24-26-28-30,8:09.6,10-12-2022
3-11-2022,0,V,Z,ejd,d50,I,3x2000m/4'r,2:13.5,3,afstand,2000,,3,240,ergometer,24-26-28-30,8:09.6,10-12-2022
3-11-2022,0,V,Z,ejd,d51,I,3x2000m/4'r,2:09.4,3,afstand,2000,,1,240,ergometer,24-26-28-30,7:59.2,10-12-2022
3-11-2022,0,V,Z,ejd,d51,I,3x2000m/4'r,2:11.3,3,afstand,2000,,2,240,ergometer,24-26-28-30,7:59.2,10-12-2022
3-11-2022,0,V,Z,ejd,d51,I,3x2000m/4'r,2:12.2,3,afstand,2000,,3,240,ergometer,24-26-28-30,7:59.2,10-12-2022
3-11-2022,0,V,Z,ejd,d52,I,3x2000m/4'r,2:06.8,3,afstand,2000,,1,240,ergometer,24-26-28-30,8:00.8,10-12-2022
3-11-2022,0,V,Z,ejd,d52,I,3x2000m/4'r,2:10.5,3,afstand,2000,,2,240,ergometer,24-26-28-30,8:00.8,10-12-2022
3-11-2022,0,V,Z,ejd,d52,I,3x2000m/4'r,2:10.7,3,afstand,2000,,3,240,ergometer,24-26-28-30,8:00.8,10-12-2022
3-11-2022,0,V,Z,ejd,d53,I,3x2000m/4'r,2:02.3,3,afstand,2000,,1,240,ergometer,24-26-28-30,7:44.8,10-12-2022
3-11-2022,0,V,Z,ejd,d53,I,3x2000m/4'r,2:03.5,3,afstand,2000,,2,240,ergometer,24-26-28-30,7:44.8,10-12-2022
3-11-2022,0,V,Z,ejd,d53,I,3x2000m/4'r,2:05.2,3,afstand,2000,,3,240,ergometer,24-26-28-30,7:44.8,10-12-2022
3-11-2022,0,V,Z,ejd,d54,I,3x2000m/4'r,2:07.6,3,afstand,2000,,1,240,ergometer,24-26-28-30,7:53.2,10-12-2022
3-11-2022,0,V,Z,ejd,d54,I,3x2000m/4'r,2:08.5,3,afstand,2000,,2,240,ergometer,24-26-28-30,7:53.2,10-12-2022
3-11-2022,0,V,Z,ejd,d54,I,3x2000m/4'r,2:09.0,3,afstand,2000,,3,240,ergometer,24-26-28-30,7:53.2,10-12-2022
3-11-2022,0,V,Z,ejd,d55,I,3x2000m/4'r,2:08.6,3,afstand,2000,,1,240,ergometer,24-26-28-30,7:52.8,10-12-2022
3-11-2022,0,V,Z,ejd,d55,I,3x2000m/4'r,2:08.3,3,afstand,2000,,2,240,ergometer,24-26-28-30,7:52.8,10-12-2022
3-11-2022,0,V,Z,ejd,d55,I,3x2000m/4'r,2:09.4,3,afstand,2000,,3,240,ergometer,24-26-28-30,7:52.8,10-12-2022
,,,,,,,,,,,,,,,,,,
10-11-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:06.6,3,tijd,,600,1,240,ergometer,24,7:56.0,10-12-2022
10-11-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:07.2,3,tijd,,600,2,240,ergometer,24,7:56.0,10-12-2022
10-11-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:08.4,3,tijd,,600,3,240,ergometer,24,7:56.0,10-12-2022
10-11-2022,0,V,Z,ejd,d49,I,3x10'/4'r,2:17.0,3,tijd,,600,1,240,ergometer,24,,10-12-2022
10-11-2022,0,V,Z,ejd,d49,I,3x10'/4'r,2:15.5,3,tijd,,600,2,240,ergometer,24,,10-12-2022
10-11-2022,0,V,Z,ejd,d49,I,3x10'/4'r,2:16.6,3,tijd,,600,3,240,ergometer,24,,10-12-2022
10-11-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:15.7,3,tijd,,600,1,240,ergometer,24,8:09.6,10-12-2022
10-11-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:15.1,3,tijd,,600,2,240,ergometer,24,8:09.6,10-12-2022
10-11-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:15.1,3,tijd,,600,3,240,ergometer,24,8:09.6,10-12-2022
10-11-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:14.3,3,tijd,,600,1,240,ergometer,24,7:59.2,10-12-2022
10-11-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:11.2,3,tijd,,600,2,240,ergometer,24,7:59.2,10-12-2022
10-11-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:11.2,3,tijd,,600,3,240,ergometer,24,7:59.2,10-12-2022
10-11-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:12.6,3,tijd,,600,1,240,ergometer,24,8:00.8,10-12-2022
10-11-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:11.6,3,tijd,,600,2,240,ergometer,24,8:00.8,10-12-2022
10-11-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:11.6,3,tijd,,600,3,240,ergometer,24,8:00.8,10-12-2022
10-11-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:08.2,3,tijd,,600,1,240,ergometer,24,7:44.8,10-12-2022
10-11-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:08.2,3,tijd,,600,2,240,ergometer,24,7:44.8,10-12-2022
10-11-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:06.9,3,tijd,,600,3,240,ergometer,24,7:44.8,10-12-2022
10-11-2022,0,V,Z,ejd,d54,I,3x10'/4'r,2:08.2,3,tijd,,600,1,240,ergometer,24,7:53.2,10-12-2022
10-11-2022,0,V,Z,ejd,d54,I,3x10'/4'r,2:11.0,3,tijd,,600,2,240,ergometer,24,7:53.2,10-12-2022
10-11-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,3,240,ergometer,24,7:53.2,10-12-2022
10-11-2022,0,V,Z,ejd,d55,I,3x10'/4'r,2:13.2,3,tijd,,600,1,240,ergometer,24,7:52.8,10-12-2022
10-11-2022,0,V,Z,ejd,d55,I,3x10'/4'r,2:13.2,3,tijd,,600,2,240,ergometer,24,7:52.8,10-12-2022
10-11-2022,0,V,Z,ejd,d55,I,3x10'/4'r,2:11.0,3,tijd,,600,3,240,ergometer,24,7:52.8,10-12-2022
,,,,,,,,,,,,,,,,,,
14-12-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:06.3,3,tijd,,600,1,240,ergometer,26,7:56.0,10-12-2022
14-12-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:07.1,3,tijd,,600,2,240,ergometer,26,7:56.0,10-12-2022
14-12-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:08.3,3,tijd,,600,3,240,ergometer,26,7:56.0,10-12-2022
14-12-2022,0,V,Z,ejd,d49,I,3x10'/4'r,2:10.1,3,tijd,,600,1,240,ergometer,26,,10-12-2022
14-12-2022,0,V,Z,ejd,d49,I,3x10'/4'r,2:16.3,3,tijd,,600,2,240,ergometer,26,,10-12-2022
14-12-2022,0,V,Z,ejd,d49,I,3x10'/4'r,2:17.8,3,tijd,,600,3,240,ergometer,26,,10-12-2022
14-12-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:07.8,3,tijd,,600,1,240,ergometer,26,8:09.6,10-12-2022
14-12-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:09.1,3,tijd,,600,2,240,ergometer,26,8:09.6,10-12-2022
14-12-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:11.5,3,tijd,,600,3,240,ergometer,26,8:09.6,10-12-2022
14-12-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:06.4,3,tijd,,600,1,240,ergometer,26,7:59.2,10-12-2022
14-12-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:08.6,3,tijd,,600,2,240,ergometer,26,7:59.2,10-12-2022
14-12-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:07.8,3,tijd,,600,3,240,ergometer,26,7:59.2,10-12-2022
14-12-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:06.5,3,tijd,,600,1,240,ergometer,26,8:00.8,10-12-2022
14-12-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:06.6,3,tijd,,600,2,240,ergometer,26,8:00.8,10-12-2022
14-12-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:05.7,3,tijd,,600,3,240,ergometer,26,8:00.8,10-12-2022
14-12-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:02.5,3,tijd,,600,1,240,ergometer,26,7:44.8,10-12-2022
14-12-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:02.7,3,tijd,,600,2,240,ergometer,26,7:44.8,10-12-2022
14-12-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:01.8,3,tijd,,600,3,240,ergometer,26,7:44.8,10-12-2022
14-12-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,1,240,ergometer,26,7:53.2,10-12-2022
14-12-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,2,240,ergometer,26,7:53.2,10-12-2022
14-12-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,3,240,ergometer,26,7:53.2,10-12-2022
14-12-2022,0,V,Z,ejd,d55,I,3x10'/4'r,2:06.9,3,tijd,,600,1,240,ergometer,26,7:52.8,10-12-2022
14-12-2022,0,V,Z,ejd,d55,I,3x10'/4'r,2:08.1,3,tijd,,600,2,240,ergometer,26,7:52.8,10-12-2022
14-12-2022,0,V,Z,ejd,d55,I,3x10'/4'r,2:06.7,3,tijd,,600,3,240,ergometer,26,7:52.8,10-12-2022
,,,,,,,,,,,,,,,,,,
16-11-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:06.3,3,tijd,,600,1,240,ergometer,26,7:56.0,10-12-2022
16-11-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:07.1,3,tijd,,600,2,240,ergometer,26,7:56.0,10-12-2022
16-11-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:08.3,3,tijd,,600,3,240,ergometer,26,7:56.0,10-12-2022
16-11-2022,0,V,Z,ejd,d49,I,3x10'/4'r,2:10.1,3,tijd,,600,1,240,ergometer,26,,10-12-2022
16-11-2022,0,V,Z,ejd,d49,I,3x10'/4'r,2:16.3,3,tijd,,600,2,240,ergometer,26,,10-12-2022
16-11-2022,0,V,Z,ejd,d49,I,3x10'/4'r,2:17.8,3,tijd,,600,3,240,ergometer,26,,10-12-2022
16-11-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:07.8,3,tijd,,600,1,240,ergometer,26,8:09.6,10-12-2022
16-11-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:09.1,3,tijd,,600,2,240,ergometer,26,8:09.6,10-12-2022
16-11-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:11.5,3,tijd,,600,3,240,ergometer,26,8:09.6,10-12-2022
16-11-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:06.4,3,tijd,,600,1,240,ergometer,26,7:59.2,10-12-2022
16-11-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:08.6,3,tijd,,600,2,240,ergometer,26,7:59.2,10-12-2022
16-11-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:07.8,3,tijd,,600,3,240,ergometer,26,7:59.2,10-12-2022
16-11-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:06.5,3,tijd,,600,1,240,ergometer,26,8:00.8,10-12-2022
16-11-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:06.6,3,tijd,,600,2,240,ergometer,26,8:00.8,10-12-2022
16-11-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:05.7,3,tijd,,600,3,240,ergometer,26,8:00.8,10-12-2022
16-11-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:02.5,3,tijd,,600,1,240,ergometer,26,7:44.8,10-12-2022
16-11-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:02.7,3,tijd,,600,2,240,ergometer,26,7:44.8,10-12-2022
16-11-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:01.8,3,tijd,,600,3,240,ergometer,26,7:44.8,10-12-2022
16-11-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,1,240,ergometer,26,7:53.2,10-12-2022
16-11-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,2,240,ergometer,26,7:53.2,10-12-2022
16-11-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,3,240,ergometer,26,7:53.2,10-12-2022
16-11-2022,0,V,Z,ejd,d55,I,3x10'/4'r,2:06.9,3,tijd,,600,1,240,ergometer,26,7:52.8,10-12-2022
16-11-2022,0,V,Z,ejd,d55,I,3x10'/4'r,2:08.1,3,tijd,,600,2,240,ergometer,26,7:52.8,10-12-2022
16-11-2022,0,V,Z,ejd,d55,I,3x10'/4'r,2:06.7,3,tijd,,600,3,240,ergometer,26,7:52.8,10-12-2022
,,,,,,,,,,,,,,,,,,
24-11-2022,0,V,Z,ejd,d48,I,3x1000m/3'r,1:58.0,3,afstand,1000,,1,180,ergometer,vrij,7:56.0,10-12-2022
24-11-2022,0,V,Z,ejd,d48,I,3x1000m/3'r,1:59.0,3,afstand,1000,,2,180,ergometer,vrij,7:56.0,10-12-2022
24-11-2022,0,V,Z,ejd,d48,I,3x1000m/3'r,,3,afstand,1000,,3,180,ergometer,vrij,7:56.0,10-12-2022
24-11-2022,0,V,Z,ejd,d49,I,3x1000m/3'r,2:02.5,3,afstand,1000,,1,180,ergometer,vrij,,10-12-2022
24-11-2022,0,V,Z,ejd,d49,I,3x1000m/3'r,2:02.7,3,afstand,1000,,2,180,ergometer,vrij,,10-12-2022
24-11-2022,0,V,Z,ejd,d49,I,3x1000m/3'r,2:14.6,3,afstand,1000,,3,180,ergometer,vrij,,10-12-2022
24-11-2022,0,V,Z,ejd,d50,I,3x1000m/3'r,,3,afstand,1000,,1,180,ergometer,vrij,8:09.6,10-12-2022
24-11-2022,0,V,Z,ejd,d50,I,3x1000m/3'r,,3,afstand,1000,,2,180,ergometer,vrij,8:09.6,10-12-2022
24-11-2022,0,V,Z,ejd,d50,I,3x1000m/3'r,,3,afstand,1000,,3,180,ergometer,vrij,8:09.6,10-12-2022
24-11-2022,0,V,Z,ejd,d51,I,3x1000m/3'r,1:59.9,3,afstand,1000,,1,180,ergometer,vrij,7:59.2,10-12-2022
24-11-2022,0,V,Z,ejd,d51,I,3x1000m/3'r,2:00.9,3,afstand,1000,,2,180,ergometer,vrij,7:59.2,10-12-2022
24-11-2022,0,V,Z,ejd,d51,I,3x1000m/3'r,2:00.3,3,afstand,1000,,3,180,ergometer,vrij,7:59.2,10-12-2022
24-11-2022,0,V,Z,ejd,d52,I,3x1000m/3'r,2:02.0,3,afstand,1000,,1,180,ergometer,vrij,8:00.8,10-12-2022
24-11-2022,0,V,Z,ejd,d52,I,3x1000m/3'r,2:01.3,3,afstand,1000,,2,180,ergometer,vrij,8:00.8,10-12-2022
24-11-2022,0,V,Z,ejd,d52,I,3x1000m/3'r,2:00.3,3,afstand,1000,,3,180,ergometer,vrij,8:00.8,10-12-2022
24-11-2022,0,V,Z,ejd,d53,I,3x1000m/3'r,1:56.9,3,afstand,1000,,1,180,ergometer,vrij,7:44.8,10-12-2022
24-11-2022,0,V,Z,ejd,d53,I,3x1000m/3'r,1:56.6,3,afstand,1000,,2,180,ergometer,vrij,7:44.8,10-12-2022
24-11-2022,0,V,Z,ejd,d53,I,3x1000m/3'r,1:56.1,3,afstand,1000,,3,180,ergometer,vrij,7:44.8,10-12-2022
24-11-2022,0,V,Z,ejd,d54,I,3x1000m/3'r,1:59.9,3,afstand,1000,,1,180,ergometer,vrij,7:53.2,10-12-2022
24-11-2022,0,V,Z,ejd,d54,I,3x1000m/3'r,2:00.3,3,afstand,1000,,2,180,ergometer,vrij,7:53.2,10-12-2022
24-11-2022,0,V,Z,ejd,d54,I,3x1000m/3'r,1:59.8,3,afstand,1000,,3,180,ergometer,vrij,7:53.2,10-12-2022
24-11-2022,0,V,Z,ejd,d55,I,3x1000m/3'r,2:01.0,3,afstand,1000,,1,180,ergometer,vrij,7:52.8,10-12-2022
24-11-2022,0,V,Z,ejd,d55,I,3x1000m/3'r,2:00.3,3,afstand,1000,,2,180,ergometer,vrij,7:52.8,10-12-2022
24-11-2022,0,V,Z,ejd,d55,I,3x1000m/3'r,1:58.3,3,afstand,1000,,3,180,ergometer,vrij,7:52.8,10-12-2022
,,,,,,,,,,,,,,,,,,
21-12-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:06.0,3,tijd,,600,1,240,ergometer,26,7:56.0,10-12-2022
21-12-2022,0,V,Z,ejd,d48,I,3x10'/4'r,2:06.0,3,tijd,,600,2,240,ergometer,26,7:56.0,10-12-2022
21-12-2022,0,V,Z,ejd,d48,I,3x10'/4'r,,3,tijd,,600,3,240,ergometer,26,7:56.0,10-12-2022
21-12-2022,0,V,Z,ejd,d49,I,3x10'/4'r,,3,tijd,,600,1,240,ergometer,26,,10-12-2022
21-12-2022,0,V,Z,ejd,d49,I,3x10'/4'r,,3,tijd,,600,2,240,ergometer,26,,10-12-2022
21-12-2022,0,V,Z,ejd,d49,I,3x10'/4'r,,3,tijd,,600,3,240,ergometer,26,,10-12-2022
21-12-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:10.4,3,tijd,,600,1,240,ergometer,26,8:09.6,10-12-2022
21-12-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:10.7,3,tijd,,600,2,240,ergometer,26,8:09.6,10-12-2022
21-12-2022,0,V,Z,ejd,d50,I,3x10'/4'r,2:12.2,3,tijd,,600,3,240,ergometer,26,8:09.6,10-12-2022
21-12-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:06.3,3,tijd,,600,1,240,ergometer,26,7:59.2,10-12-2022
21-12-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:07.0,3,tijd,,600,2,240,ergometer,26,7:59.2,10-12-2022
21-12-2022,0,V,Z,ejd,d51,I,3x10'/4'r,2:05.2,3,tijd,,600,3,240,ergometer,26,7:59.2,10-12-2022
21-12-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:05.7,3,tijd,,600,1,240,ergometer,26,8:00.8,10-12-2022
21-12-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:05.9,3,tijd,,600,2,240,ergometer,26,8:00.8,10-12-2022
21-12-2022,0,V,Z,ejd,d52,I,3x10'/4'r,2:05.3,3,tijd,,600,3,240,ergometer,26,8:00.8,10-12-2022
21-12-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:02.9,3,tijd,,600,1,240,ergometer,26,7:44.8,10-12-2022
21-12-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:03.4,3,tijd,,600,2,240,ergometer,26,7:44.8,10-12-2022
21-12-2022,0,V,Z,ejd,d53,I,3x10'/4'r,2:03.3,3,tijd,,600,3,240,ergometer,26,7:44.8,10-12-2022
21-12-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,1,240,ergometer,26,7:53.2,10-12-2022
21-12-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,2,240,ergometer,26,7:53.2,10-12-2022
21-12-2022,0,V,Z,ejd,d54,I,3x10'/4'r,,3,tijd,,600,3,240,ergometer,26,7:53.2,10-12-2022
21-12-2022,0,V,Z,ejd,d55,I,3x10'/4'r,,3,tijd,,600,1,240,ergometer,26,7:52.8,10-12-2022
21-12-2022,0,V,Z,ejd,d55,I,3x10'/4'r,,3,tijd,,600,2,240,ergometer,26,7:52.8,10-12-2022
21-12-2022,0,V,Z,ejd,d55,I,3x10'/4'r,,3,tijd,,600,3,240,ergometer,26,7:52.8,10-12-2022
,,,,,,,,,,,,,,,,,,
10-12-2022,0,V,Z,ejd,d48,I,2000m,1:59.0,1,afstand,2000,,1,240,ergometer,vrij,7:56.0,10-12-2022
10-12-2022,0,V,Z,ejd,d49,I,2000m,,1,afstand,2000,,1,240,ergometer,vrij,,10-12-2022
10-12-2022,0,V,Z,ejd,d50,I,2000m,2:02.4,1,afstand,2000,,1,240,ergometer,vrij,8:09.6,10-12-2022
10-12-2022,0,V,Z,ejd,d51,I,2000m,1:59.8,1,afstand,2000,,1,240,ergometer,vrij,7:59.2,10-12-2022
10-12-2022,0,V,Z,ejd,d52,I,2000m,2:00.2,1,afstand,2000,,1,240,ergometer,vrij,8:00.8,10-12-2022
10-12-2022,0,V,Z,ejd,d53,I,2000m,1:56.2,1,afstand,2000,,1,240,ergometer,vrij,7:44.8,10-12-2022
10-12-2022,0,V,Z,ejd,d54,I,2000m,1:58.3,1,afstand,2000,,1,240,ergometer,vrij,7:53.2,10-12-2022
10-12-2022,0,V,Z,ejd,d55,I,2000m,1:58.2,1,afstand,2000,,1,240,ergometer,vrij,7:52.8,10-12-2022
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
31-10-2019,1,V,L,mgld,ld2,,4x8'/4'r,1:58.9,4,tijd,,480,1,4,ergometer,vrij,7:25.2,
31-10-2019,1,V,L,mgld,ld2,,4x8'/4'r,1:58.6,4,tijd,,480,2,4,ergometer,vrij,7:25.2,
31-10-2019,1,V,L,mgld,ld2,,4x8'/4'r,1:58.5,4,tijd,,480,3,4,ergometer,vrij,7:25.2,
31-10-2019,1,V,L,mgld,ld2,,4x8'/4'r,1:57.2,4,tijd,,480,4,4,ergometer,vrij,7:25.2,
31-10-2019,1,V,L,mgld,ld1,,4x8'/4'r,1:59.4,4,tijd,,480,1,4,ergometer,vrij,7:31.0,
31-10-2019,1,V,L,mgld,ld1,,4x8'/4'r,1:59.5,4,tijd,,480,2,4,ergometer,vrij,7:31.0,
31-10-2019,1,V,L,mgld,ld1,,4x8'/4'r,1:59.7,4,tijd,,480,3,4,ergometer,vrij,7:31.0,
31-10-2019,1,V,L,mgld,ld1,,4x8'/4'r,2:00.1,4,tijd,,480,4,4,ergometer,vrij,7:31.0,
,,,,,,,,,,,,,,,,,,
07-11-2019,1,V,L,mgld,ld2,,8x3'/2'r,1:54.3,8,tijd,,180,1,2,ergometer,vrij,7:25.2,
07-11-2019,1,V,L,mgld,ld2,,8x3'/2'r,1:54.2,8,tijd,,180,2,2,ergometer,vrij,7:25.2,
07-11-2019,1,V,L,mgld,ld2,,8x3'/2'r,1:54.0,8,tijd,,180,3,2,ergometer,vrij,7:25.2,
07-11-2019,1,V,L,mgld,ld2,,8x3'/2'r,1:53.9,8,tijd,,180,4,2,ergometer,vrij,7:25.2,
07-11-2019,1,V,L,mgld,ld2,,8x3'/2'r,1:53.2,8,tijd,,180,5,2,ergometer,vrij,7:25.2,
07-11-2019,1,V,L,mgld,ld2,,8x3'/2'r,1:53.7,8,tijd,,180,6,2,ergometer,vrij,7:25.2,
07-11-2019,1,V,L,mgld,ld2,,8x3'/2'r,1:54.6,8,tijd,,180,7,2,ergometer,vrij,7:25.2,
07-11-2019,1,V,L,mgld,ld2,,8x3'/2'r,1:53.4,8,tijd,,180,8,2,ergometer,vrij,7:25.2,
07-11-2019,1,V,L,mgld,ld1,,8x3'/2'r,1:57.0,8,tijd,,180,1,2,ergometer,vrij,7:31.0,
07-11-2019,1,V,L,mgld,ld1,,8x3'/2'r,1:56.5,8,tijd,,180,2,2,ergometer,vrij,7:31.0,
07-11-2019,1,V,L,mgld,ld1,,8x3'/2'r,1:56.4,8,tijd,,180,3,2,ergometer,vrij,7:31.0,
07-11-2019,1,V,L,mgld,ld1,,8x3'/2'r,1:56.5,8,tijd,,180,4,2,ergometer,vrij,7:31.0,
07-11-2019,1,V,L,mgld,ld1,,8x3'/2'r,1:56.2,8,tijd,,180,5,2,ergometer,vrij,7:31.0,
07-11-2019,1,V,L,mgld,ld1,,8x3'/2'r,1:56.2,8,tijd,,180,6,2,ergometer,vrij,7:31.0,
07-11-2019,1,V,L,mgld,ld1,,8x3'/2'r,1:56.8,8,tijd,,180,7,2,ergometer,vrij,7:31.0,
07-11-2019,1,V,L,mgld,ld1,,8x3'/2'r,1:55.5,8,tijd,,180,8,2,ergometer,vrij,7:31.0,
,,,,,,,,,,,,,,,,,,
14-11-2019,1,V,L,mgld,ld1,,4x2000/5'r,1:56.4,4,afstand,2000,,1,5,ergometer,vrij,7:31.0,
14-11-2019,1,V,L,mgld,ld1,,4x2000/5'r,1:58.8,4,afstand,2000,,2,5,ergometer,vrij,7:31.0,
14-11-2019,1,V,L,mgld,ld1,,4x2000/5'r,2:01.2,4,afstand,2000,,3,5,ergometer,vrij,7:31.0,
