,datum,ervaring,geslacht,Man_dummy,gewichtsklasse,Zwaar_dummy,ploeg,naam,zone,trainingype,500_split,500_split_sec,500_split_watt,aantal_intervallen,intervaltype,interval_afstand,interval_tijd,interval_nummer,rust,machine,spm,2k tijd,two_k_tijd_sec,two_k_watt,two_k_datum,days_until_2k
1516,22-10-2022,0.0,M,1,Z,1,EJZ,z20,AT,3x2000m,1:44.9,104.9,2.4256691608399004e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:30.0,390.0,3.020954500244441e-06,10-12-2022,49
1517,22-10-2022,0.0,M,1,Z,1,EJZ,z20,AT,3x2000m,1:47.7,107.7,2.2413564097273574e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:30.0,390.0,3.020954500244441e-06,10-12-2022,49
1518,22-10-2022,0.0,M,1,Z,1,EJZ,z21,AT,3x2000m,1:45.7,105.7,2.3710082734614717e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,49
1519,22-10-2022,0.0,M,1,Z,1,EJZ,z21,AT,3x2000m,1:47.6,107.6,2.2476113542441507e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,49
1520,22-10-2022,0.0,M,1,Z,1,EJZ,z21,AT,3x2000m,1:50.3,110.3,2.086562961750096e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,49
1521,22-10-2022,0.0,M,1,Z,1,EJZ,z22,AT,3x2000m,1:48.7,108.7,2.180064781761738e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,49
1522,22-10-2022,0.0,M,1,Z,1,EJZ,z22,AT,3x2000m,1:49.6,109.6,2.126798615359307e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,49
1523,22-10-2022,0.0,M,1,Z,1,EJZ,z22,AT,3x2000m,1:50.9,110.9,2.0528791927979887e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,49
1524,22-10-2022,0.0,M,1,Z,1,EJZ,z23,AT,3x2000m,1:45.0,105.0,2.418745275888133e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:42.7,402.7,2.74405692506045e-06,10-12-2022,49
1525,22-10-2022,0.0,M,1,Z,1,EJZ,z23,AT,3x2000m,1:50.7,110.7,2.0640260238652138e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:42.7,402.7,2.74405692506045e-06,10-12-2022,49
1526,22-10-2022,0.0,M,1,Z,1,EJZ,z23,AT,3x2000m,1:50.6,110.6,2.0696297113723383e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:42.7,402.7,2.74405692506045e-06,10-12-2022,49
1527,22-10-2022,0.0,M,1,Z,1,EJZ,z15,AT,3x2000m,1:48.3,108.3,2.204309952314501e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:46.8,406.8,2.661921062246292e-06,10-12-2022,49
1528,22-10-2022,0.0,M,1,Z,1,EJZ,z15,AT,3x2000m,1:48.7,108.7,2.180064781761738e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:46.8,406.8,2.661921062246292e-06,10-12-2022,49
1529,22-10-2022,0.0,M,1,Z,1,EJZ,z15,AT,3x2000m,1:50.6,110.6,2.0696297113723383e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:46.8,406.8,2.661921062246292e-06,10-12-2022,49
1530,22-10-2022,0.0,M,1,Z,1,EJZ,z24,AT,3x2000m,1:53.9,113.9,1.8949024578623447e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,49
1531,22-10-2022,0.0,M,1,Z,1,EJZ,z24,AT,3x2000m,1:59.3,119.3,1.6490609222040923e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,49
1532,22-10-2022,0.0,M,1,Z,1,EJZ,z24,AT,3x2000m,1:59.5,119.5,1.6407949680920316e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,49
1533,22-10-2022,0.0,M,1,Z,1,EJZ,z25,AT,3x2000m,1:48.5,108.5,2.1921426756060415e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,49
1534,22-10-2022,0.0,M,1,Z,1,EJZ,z25,AT,3x2000m,1:52.3,112.3,1.977055051762348e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,49
1535,22-10-2022,0.0,M,1,Z,1,EJZ,z25,AT,3x2000m,1:53.4,113.4,1.9200779828152248e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,49
1536,22-10-2022,0.0,M,1,Z,1,EJZ,z26,AT,3x2000m,1:48.9,108.9,2.1680754515097068e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:54.3,414.3,2.519957436883346e-06,10-12-2022,49
1537,22-10-2022,0.0,M,1,Z,1,EJZ,z26,AT,3x2000m,1:55.5,115.5,1.8172391253855244e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:54.3,414.3,2.519957436883346e-06,10-12-2022,49
1538,22-10-2022,0.0,M,1,Z,1,EJZ,z26,AT,3x2000m,1:56.1,116.1,1.7892102279147046e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:54.3,414.3,2.519957436883346e-06,10-12-2022,49
1540,7-11-2022,0.0,M,1,Z,1,EJZ,z20,AT,3x2000m,1:41.9,101.9,2.6462780794877645e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:30.0,390.0,3.020954500244441e-06,10-12-2022,33
1541,7-11-2022,0.0,M,1,Z,1,EJZ,z20,AT,3x2000m,1:47.1,107.1,2.279237695049541e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:30.0,390.0,3.020954500244441e-06,10-12-2022,33
1542,7-11-2022,0.0,M,1,Z,1,EJZ,z20,AT,3x2000m,1:47.0,107.0,2.2856340552943856e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:30.0,390.0,3.020954500244441e-06,10-12-2022,33
1543,7-11-2022,0.0,M,1,Z,1,EJZ,z21,AT,3x2000m,1:44.4,104.4,2.4606879093494943e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,33
1544,7-11-2022,0.0,M,1,Z,1,EJZ,z21,AT,3x2000m,1:45.6,105.6,2.37775047305006e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,33
1545,7-11-2022,0.0,M,1,Z,1,EJZ,z21,AT,3x2000m,1:46.3,106.3,2.3310856869160093e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,33
1546,7-11-2022,0.0,M,1,Z,1,EJZ,z22,AT,3x2000m,1:47.0,107.0,2.2856340552943856e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,33
1547,7-11-2022,0.0,M,1,Z,1,EJZ,z22,AT,3x2000m,1:47.4,107.4,2.260191239430304e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,33
1548,7-11-2022,0.0,M,1,Z,1,EJZ,z22,AT,3x2000m,1:48.7,108.7,2.180064781761738e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,33
1549,7-11-2022,0.0,M,1,Z,1,EJZ,z23,AT,3x2000m,1:47.5,107.5,2.253889594626888e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:42.7,402.7,2.74405692506045e-06,10-12-2022,33
1550,7-11-2022,0.0,M,1,Z,1,EJZ,z23,AT,3x2000m,1:47.7,107.7,2.2413564097273574e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:42.7,402.7,2.74405692506045e-06,10-12-2022,33
1551,7-11-2022,0.0,M,1,Z,1,EJZ,z23,AT,3x2000m,1:47.4,107.4,2.260191239430304e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:42.7,402.7,2.74405692506045e-06,10-12-2022,33
1552,7-11-2022,0.0,M,1,Z,1,EJZ,z15,AT,3x2000m,1:47.1,107.1,2.279237695049541e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:46.8,406.8,2.661921062246292e-06,10-12-2022,33
1553,7-11-2022,0.0,M,1,Z,1,EJZ,z15,AT,3x2000m,1:48.0,108.0,2.222730274856475e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:46.8,406.8,2.661921062246292e-06,10-12-2022,33
1554,7-11-2022,0.0,M,1,Z,1,EJZ,z15,AT,3x2000m,1:49.9,109.9,2.1094292028545617e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:46.8,406.8,2.661921062246292e-06,10-12-2022,33
1555,7-11-2022,0.0,M,1,Z,1,EJZ,z24,AT,3x2000m,1:48.8,108.8,2.1740590970384695e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,33
1556,7-11-2022,0.0,M,1,Z,1,EJZ,z24,AT,3x2000m,1:52.3,112.3,1.977055051762348e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,33
1557,7-11-2022,0.0,M,1,Z,1,EJZ,z24,AT,3x2000m,1:56.4,116.4,1.7754117524791136e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,33
1558,7-11-2022,0.0,M,1,Z,1,EJZ,z25,AT,3x2000m,1:47.3,107.3,2.266516397816714e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,33
1559,7-11-2022,0.0,M,1,Z,1,EJZ,z25,AT,3x2000m,1:49.5,109.5,2.1326307838208343e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,33
1560,7-11-2022,0.0,M,1,Z,1,EJZ,z25,AT,3x2000m,1:53.2,113.2,1.9302730659138172e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,33
1561,7-11-2022,0.0,M,1,Z,1,EJZ,z26,AT,3x2000m,1:47.8,107.8,2.235124653125417e-06,3,afstand,2000.0,,1,,ergometer,24-26-28-30,6:54.3,414.3,2.519957436883346e-06,10-12-2022,33
1562,7-11-2022,0.0,M,1,Z,1,EJZ,z26,AT,3x2000m,1:52.7,112.7,1.9560785161896475e-06,3,afstand,2000.0,,2,,ergometer,24-26-28-30,6:54.3,414.3,2.519957436883346e-06,10-12-2022,33
1563,7-11-2022,0.0,M,1,Z,1,EJZ,z26,AT,3x2000m,1:58.2,118.2,1.6955304813725844e-06,3,afstand,2000.0,,3,,ergometer,24-26-28-30,6:54.3,414.3,2.519957436883346e-06,10-12-2022,33
1565,14-11-2022,0.0,M,1,Z,1,EJZ,z20,AT,2x2000m + 500m,1:40.0,100.0,2.8e-06,3,afstand,2000.0,,1,,ergometer,26-28-30-32,6:30.0,390.0,3.020954500244441e-06,10-12-2022,26
1566,14-11-2022,0.0,M,1,Z,1,EJZ,z20,AT,2x2000m + 500m,1:45.3,105.3,2.3981310809490115e-06,3,afstand,2000.0,,2,,ergometer,26-28-30-32,6:30.0,390.0,3.020954500244441e-06,10-12-2022,26
1567,14-11-2022,0.0,M,1,Z,1,EJZ,z20,AT,2x2000m + 500m,1:34.4,94.4,3.328450084964869e-06,3,afstand,500.0,,3,,ergometer,vrij,6:30.0,390.0,3.020954500244441e-06,10-12-2022,26
1568,14-11-2022,0.0,M,1,Z,1,EJZ,z21,AT,2x2000m + 500m,1:41.3,101.3,2.6935788621021697e-06,3,afstand,2000.0,,1,,ergometer,26-28-30-32,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,26
1569,14-11-2022,0.0,M,1,Z,1,EJZ,z21,AT,2x2000m + 500m,1:46.8,106.8,2.2984987572082894e-06,3,afstand,2000.0,,2,,ergometer,26-28-30-32,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,26
1570,14-11-2022,0.0,M,1,Z,1,EJZ,z21,AT,2x2000m + 500m,1:34.6,94.6,3.3073840078930438e-06,3,afstand,500.0,,3,,ergometer,vrij,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,26
1571,14-11-2022,0.0,M,1,Z,1,EJZ,z22,AT,2x2000m + 500m,1:46.2,106.2,2.337676877231842e-06,3,afstand,2000.0,,1,,ergometer,26-28-30-32,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,26
1572,14-11-2022,0.0,M,1,Z,1,EJZ,z22,AT,2x2000m + 500m,1:49.8,109.8,2.1151979212753434e-06,3,afstand,2000.0,,2,,ergometer,26-28-30-32,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,26
1573,14-11-2022,0.0,M,1,Z,1,EJZ,z22,AT,2x2000m + 500m,1:41.0,101.0,2.7176524141974042e-06,3,afstand,500.0,,3,,ergometer,vrij,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,26
1574,14-11-2022,0.0,M,1,Z,1,EJZ,z23,AT,2x2000m + 500m,1:45.0,105.0,2.418745275888133e-06,3,afstand,2000.0,,1,,ergometer,26-28-30-32,6:42.7,402.7,2.74405692506045e-06,10-12-2022,26
1575,14-11-2022,0.0,M,1,Z,1,EJZ,z23,AT,2x2000m + 500m,1:48.5,108.5,2.1921426756060415e-06,3,afstand,2000.0,,2,,ergometer,26-28-30-32,6:42.7,402.7,2.74405692506045e-06,10-12-2022,26
1576,14-11-2022,0.0,M,1,Z,1,EJZ,z23,AT,2x2000m + 500m,1:36.5,96.5,3.1158467654380816e-06,3,afstand,500.0,,3,,ergometer,vrij,6:42.7,402.7,2.74405692506045e-06,10-12-2022,26
1577,14-11-2022,0.0,M,1,Z,1,EJZ,z15,AT,2x2000m + 500m,1:45.9,105.9,2.3576001529658126e-06,3,afstand,2000.0,,1,,ergometer,26-28-30-32,6:46.8,406.8,2.661921062246292e-06,10-12-2022,26
1578,14-11-2022,0.0,M,1,Z,1,EJZ,z15,AT,2x2000m + 500m,1:47.0,107.0,2.2856340552943856e-06,3,afstand,2000.0,,2,,ergometer,26-28-30-32,6:46.8,406.8,2.661921062246292e-06,10-12-2022,26
1579,14-11-2022,0.0,M,1,Z,1,EJZ,z15,AT,2x2000m + 500m,1:39.9,99.9,2.8084168280420583e-06,3,afstand,500.0,,3,,ergometer,vrij,6:46.8,406.8,2.661921062246292e-06,10-12-2022,26
1580,14-11-2022,0.0,M,1,Z,1,EJZ,z24,AT,2x2000m + 500m,1:48.4,108.4,2.1982150895432234e-06,3,afstand,2000.0,,1,,ergometer,26-28-30-32,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,26
1581,14-11-2022,0.0,M,1,Z,1,EJZ,z24,AT,2x2000m + 500m,1:56.4,116.4,1.7754117524791136e-06,3,afstand,2000.0,,2,,ergometer,26-28-30-32,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,26
1582,14-11-2022,0.0,M,1,Z,1,EJZ,z24,AT,2x2000m + 500m,1:41.9,101.9,2.6462780794877645e-06,3,afstand,500.0,,3,,ergometer,vrij,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,26
1583,14-11-2022,0.0,M,1,Z,1,EJZ,z25,AT,2x2000m + 500m,1:46.3,106.3,2.3310856869160093e-06,3,afstand,2000.0,,1,,ergometer,26-28-30-32,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,26
1584,14-11-2022,0.0,M,1,Z,1,EJZ,z25,AT,2x2000m + 500m,1:50.8,110.8,2.0584425480215826e-06,3,afstand,2000.0,,2,,ergometer,26-28-30-32,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,26
1585,14-11-2022,0.0,M,1,Z,1,EJZ,z25,AT,2x2000m + 500m,1:41.0,101.0,2.7176524141974042e-06,3,afstand,500.0,,3,,ergometer,vrij,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,26
1586,14-11-2022,0.0,M,1,Z,1,EJZ,z26,AT,2x2000m + 500m,1:47.3,107.3,2.266516397816714e-06,3,afstand,2000.0,,1,,ergometer,26-28-30-32,6:54.3,414.3,2.519957436883346e-06,10-12-2022,26
1587,14-11-2022,0.0,M,1,Z,1,EJZ,z26,AT,2x2000m + 500m,,,,3,afstand,2000.0,,2,,ergometer,26-28-30-32,6:54.3,414.3,2.519957436883346e-06,10-12-2022,26
1588,14-11-2022,0.0,M,1,Z,1,EJZ,z26,AT,2x2000m + 500m,,,,3,afstand,500.0,,3,,ergometer,vrij,6:54.3,414.3,2.519957436883346e-06,10-12-2022,26
1590,21-11-2022,0.0,M,1,Z,1,EJZ,z20,I,6x500m,1:34.0,94.0,3.3711220057212755e-06,6,afstand,500.0,,1,,ergometer,vrij,6:30.0,390.0,3.020954500244441e-06,10-12-2022,19
1591,21-11-2022,0.0,M,1,Z,1,EJZ,z20,I,6x500m,1:34.9,94.9,3.2761169300843493e-06,6,afstand,500.0,,2,,ergometer,vrij,6:30.0,390.0,3.020954500244441e-06,10-12-2022,19
1592,21-11-2022,0.0,M,1,Z,1,EJZ,z20,I,6x500m,1:35.7,95.7,3.194642154286947e-06,6,afstand,500.0,,3,,ergometer,vrij,6:30.0,390.0,3.020954500244441e-06,10-12-2022,19
1593,21-11-2022,0.0,M,1,Z,1,EJZ,z20,I,6x500m,1:38.7,98.7,2.912101937778879e-06,6,afstand,500.0,,4,,ergometer,vrij,6:30.0,390.0,3.020954500244441e-06,10-12-2022,19
1594,21-11-2022,0.0,M,1,Z,1,EJZ,z20,I,6x500m,1:45.0,105.0,2.418745275888133e-06,6,afstand,500.0,,5,,ergometer,vrij,6:30.0,390.0,3.020954500244441e-06,10-12-2022,19
1595,21-11-2022,0.0,M,1,Z,1,EJZ,z20,I,6x500m,1:37.9,97.9,2.984076523257643e-06,6,afstand,500.0,,6,,ergometer,vrij,6:30.0,390.0,3.020954500244441e-06,10-12-2022,19
1596,21-11-2022,0.0,M,1,Z,1,EJZ,z21,I,6x500m,1:36.5,96.5,3.1158467654380816e-06,6,afstand,500.0,,1,,ergometer,vrij,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,19
1597,21-11-2022,0.0,M,1,Z,1,EJZ,z21,I,6x500m,1:37.8,97.8,2.9932394949330825e-06,6,afstand,500.0,,2,,ergometer,vrij,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,19
1598,21-11-2022,0.0,M,1,Z,1,EJZ,z21,I,6x500m,1:38.1,98.1,2.9658624748573116e-06,6,afstand,500.0,,3,,ergometer,vrij,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,19
1599,21-11-2022,0.0,M,1,Z,1,EJZ,z21,I,6x500m,1:38.3,98.3,2.9477963573042366e-06,6,afstand,500.0,,4,,ergometer,vrij,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,19
1600,21-11-2022,0.0,M,1,Z,1,EJZ,z21,I,6x500m,1:39.1,99.1,2.8769814910762343e-06,6,afstand,500.0,,5,,ergometer,vrij,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,19
1601,21-11-2022,0.0,M,1,Z,1,EJZ,z21,I,6x500m,1:39.6,99.6,2.833870602812534e-06,6,afstand,500.0,,6,,ergometer,vrij,6:31.2,391.2,2.9932394949330825e-06,10-12-2022,19
1602,21-11-2022,0.0,M,1,Z,1,EJZ,z22,I,6x500m,1:39.6,99.6,2.833870602812534e-06,6,afstand,500.0,,1,,ergometer,vrij,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,19
1603,21-11-2022,0.0,M,1,Z,1,EJZ,z22,I,6x500m,1:39.3,99.3,2.859632905839559e-06,6,afstand,500.0,,2,,ergometer,vrij,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,19
1604,21-11-2022,0.0,M,1,Z,1,EJZ,z22,I,6x500m,1:39.3,99.3,2.859632905839559e-06,6,afstand,500.0,,3,,ergometer,vrij,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,19
1605,21-11-2022,0.0,M,1,Z,1,EJZ,z22,I,6x500m,1:42.5,102.5,2.6000783505752962e-06,6,afstand,500.0,,4,,ergometer,vrij,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,19
1606,21-11-2022,0.0,M,1,Z,1,EJZ,z22,I,6x500m,1:44.6,104.6,2.4466000357748846e-06,6,afstand,500.0,,5,,ergometer,vrij,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,19
1607,21-11-2022,0.0,M,1,Z,1,EJZ,z22,I,6x500m,1:45.8,105.8,2.3642915401413234e-06,6,afstand,500.0,,6,,ergometer,vrij,6:47.6,407.6,2.6462780794877645e-06,10-12-2022,19
1608,21-11-2022,0.0,M,1,Z,1,EJZ,z23,I,6x500m,1:37.2,97.2,3.049012722711214e-06,6,afstand,500.0,,1,,ergometer,vrij,6:42.7,402.7,2.74405692506045e-06,10-12-2022,19
1609,21-11-2022,0.0,M,1,Z,1,EJZ,z23,I,6x500m,1:38.3,98.3,2.9477963573042366e-06,6,afstand,500.0,,2,,ergometer,vrij,6:42.7,402.7,2.74405692506045e-06,10-12-2022,19
1610,21-11-2022,0.0,M,1,Z,1,EJZ,z23,I,6x500m,1:38.3,98.3,2.9477963573042366e-06,6,afstand,500.0,,3,,ergometer,vrij,6:42.7,402.7,2.74405692506045e-06,10-12-2022,19
1611,21-11-2022,0.0,M,1,Z,1,EJZ,z23,I,6x500m,1:41.5,101.5,2.6776875824748694e-06,6,afstand,500.0,,4,,ergometer,vrij,6:42.7,402.7,2.74405692506045e-06,10-12-2022,19
1612,21-11-2022,0.0,M,1,Z,1,EJZ,z23,I,6x500m,1:43.0,103.0,2.5623966461888466e-06,6,afstand,500.0,,5,,ergometer,vrij,6:42.7,402.7,2.74405692506045e-06,10-12-2022,19
1613,21-11-2022,0.0,M,1,Z,1,EJZ,z23,I,6x500m,1:42.0,102.0,2.6385025367317244e-06,6,afstand,500.0,,6,,ergometer,vrij,6:42.7,402.7,2.74405692506045e-06,10-12-2022,19
1614,21-11-2022,0.0,M,1,Z,1,EJZ,z15,I,6x500m,1:39.2,99.2,2.8682897099795233e-06,6,afstand,500.0,,1,,ergometer,vrij,6:46.8,406.8,2.661921062246292e-06,10-12-2022,19
1615,21-11-2022,0.0,M,1,Z,1,EJZ,z15,I,6x500m,1:39.5,99.5,2.842423526434983e-06,6,afstand,500.0,,2,,ergometer,vrij,6:46.8,406.8,2.661921062246292e-06,10-12-2022,19
1616,21-11-2022,0.0,M,1,Z,1,EJZ,z15,I,6x500m,1:39.7,99.7,2.825351959416345e-06,6,afstand,500.0,,3,,ergometer,vrij,6:46.8,406.8,2.661921062246292e-06,10-12-2022,19
1617,21-11-2022,0.0,M,1,Z,1,EJZ,z15,I,6x500m,1:41.3,101.3,2.6935788621021697e-06,6,afstand,500.0,,4,,ergometer,vrij,6:46.8,406.8,2.661921062246292e-06,10-12-2022,19
1618,21-11-2022,0.0,M,1,Z,1,EJZ,z15,I,6x500m,1:42.5,102.5,2.6000783505752962e-06,6,afstand,500.0,,5,,ergometer,vrij,6:46.8,406.8,2.661921062246292e-06,10-12-2022,19
1619,21-11-2022,0.0,M,1,Z,1,EJZ,z15,I,6x500m,1:43.3,103.3,2.540136568646374e-06,6,afstand,500.0,,6,,ergometer,vrij,6:46.8,406.8,2.661921062246292e-06,10-12-2022,19
1620,21-11-2022,0.0,M,1,Z,1,EJZ,z24,I,6x500m,1:36.4,96.4,3.1255534462137967e-06,6,afstand,500.0,,1,,ergometer,vrij,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,19
1621,21-11-2022,0.0,M,1,Z,1,EJZ,z24,I,6x500m,1:39.9,99.9,2.8084168280420583e-06,6,afstand,500.0,,2,,ergometer,vrij,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,19
1622,21-11-2022,0.0,M,1,Z,1,EJZ,z24,I,6x500m,1:42.2,102.2,2.6230426003627246e-06,6,afstand,500.0,,3,,ergometer,vrij,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,19
1623,21-11-2022,0.0,M,1,Z,1,EJZ,z24,I,6x500m,1:45.1,105.1,2.411847717475256e-06,6,afstand,500.0,,4,,ergometer,vrij,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,19
1624,21-11-2022,0.0,M,1,Z,1,EJZ,z24,I,6x500m,1:50.2,110.2,2.092248416289e-06,6,afstand,500.0,,5,,ergometer,vrij,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,19
1625,21-11-2022,0.0,M,1,Z,1,EJZ,z24,I,6x500m,1:41.6,101.6,2.6697888041445376e-06,6,afstand,500.0,,6,,ergometer,vrij,6:51.8,411.8,2.5661319176803173e-06,10-12-2022,19
1626,21-11-2022,0.0,M,1,Z,1,EJZ,z25,I,6x500m,1:37.4,97.4,3.030268844672687e-06,6,afstand,500.0,,1,,ergometer,vrij,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,19
1627,21-11-2022,0.0,M,1,Z,1,EJZ,z25,I,6x500m,1:38.5,98.5,2.9298766718118263e-06,6,afstand,500.0,,2,,ergometer,vrij,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,19
1628,21-11-2022,0.0,M,1,Z,1,EJZ,z25,I,6x500m,1:39.8,99.8,2.8168674246738864e-06,6,afstand,500.0,,3,,ergometer,vrij,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,19
1629,21-11-2022,0.0,M,1,Z,1,EJZ,z25,I,6x500m,1:43.4,103.4,2.532773858543407e-06,6,afstand,500.0,,4,,ergometer,vrij,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,19
1630,21-11-2022,0.0,M,1,Z,1,EJZ,z25,I,6x500m,1:47.7,107.7,2.2413564097273574e-06,6,afstand,500.0,,5,,ergometer,vrij,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,19
1631,21-11-2022,0.0,M,1,Z,1,EJZ,z25,I,6x500m,1:46.2,106.2,2.337676877231842e-06,6,afstand,500.0,,6,,ergometer,vrij,6:47.0,407.0,2.6579987823339726e-06,10-12-2022,19
1632,21-11-2022,0.0,M,1,Z,1,EJZ,z26,I,6x500m,1:39.2,99.2,2.8682897099795233e-06,6,afstand,500.0,,1,,ergometer,vrij,6:54.3,414.3,2.519957436883346e-06,10-12-2022,19
1633,21-11-2022,0.0,M,1,Z,1,EJZ,z26,I,6x500m,1:39.7,99.7,2.825351959416345e-06,6,afstand,500.0,,2,,ergometer,vrij,6:54.3,414.3,2.519957436883346e-06,10-12-2022,19
1634,21-11-2022,0.0,M,1,Z,1,EJZ,z26,I,6x500m,1:40.1,100.1,2.7916167720419416e-06,6,afstand,500.0,,3,,ergometer,vrij,6:54.3,414.3,2.519957436883346e-06,10-12-2022,19
1635,21-11-2022,0.0,M,1,Z,1,EJZ,z26,I,6x500m,,,,6,afstand,500.0,,4,,ergometer,vrij,6:54.3,414.3,2.519957436883346e-06,10-12-2022,19
1636,21-11-2022,0.0,M,1,Z,1,EJZ,z26,I,6x500m,,,,6,afstand,500.0,,5,,ergometer,vrij,6:54.3,414.3,2.519957436883346e-06,10-12-2022,19
